uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label,Screen Name,Name
129966583,28,651,39,Content Polluter,Loliiux,Loliux
130303998,121,783,804,Content Polluter,Psicolivares,Maria olivares
132278621,4,624,2,Content Polluter,ady22hh,Adilene Hernandez 
132494511,2,555,1,Content Polluter,lenz_14,shaira guloy
133434448,14,413,3,Content Polluter,Amayvas,Maria
133762771,19,463,28,Content Polluter,katihuscaher,katihusca del v
134332869,14,429,24,Content Polluter,oscar2129,oscar acurero
134678238,17,388,5,Content Polluter,alex_alizo,alexander alizo
135026061,15,413,3,Content Polluter,lenner18,lenner gonzalez
135555380,9,578,0,Content Polluter,yunfeng7456203,李颜绰骏
135637721,6,549,1,Content Polluter,Rafitaone,Rafael Maldonado
135680610,1,408,8,Content Polluter,imkjf,Kimberly Fosson
136277724,6,418,0,Content Polluter,H8M3R8,Stiven 
137515361,6,548,1,Content Polluter,angelique19999,queen angel 
137959629,0,384,3,Content Polluter,Dans_gokiel,Dadan Syarifudin
138190464,17,601,15,Content Polluter,rodrigootrancee,rodrigo
138211958,41,570,381,Content Polluter,ochin263,willy garcia
139270785,4,531,33,Content Polluter,siddaust,maas
140176665,133,1258,224,Content Polluter,Kel_GS,Kelvin Silva
140200549,3,399,15,Content Polluter,sonidocotlan,SonidOcotlan
141394735,4,606,3,Content Polluter,0412madspell,mike todd
141711158,5,425,6,Content Polluter,fonk22,pedro emmanuel
141886393,6,301,2,Content Polluter,KliinOo,jennyfer beaussart
142150030,14,445,2,Content Polluter,Clau_Ulloa,Claudia Ulloa
142876983,17,513,33,Content Polluter,k_a_r_y_s,mayra alvarado 
143972736,10,439,29,Content Polluter,mariiipretty,mariana oliveira
144038714,4,974,0,Content Polluter,timeoutmiranda,Dench
144748986,30,427,0,Content Polluter,clon009,bruno bernal cataño
145022907,12,1010,14,Content Polluter,DustinWatson3,Dustin Watson
145602813,9,628,288,Content Polluter,zorkiy1982,Константин Жуков
146367402,12,1054,0,Content Polluter,lailadayanti,Laila Dayanti
146913214,5,154,7,Content Polluter,elchidodesaul,saul jogari sanchez 
147107988,4,575,0,Content Polluter,rockdrummer1990,lloyd rees-carr
147266930,3,406,16,Content Polluter,Normanndk,Jens Thomassen
147813988,6,560,0,Content Polluter,hackedbiz,Hacked Biz
147847633,4,567,9,Content Polluter,xharuu,Há ru ~
147852405,19,399,1,Content Polluter,kapaicha,karla symonds leyva
147954455,13,544,3,Content Polluter,lele5m,leticia pessanha
148151604,8,592,1,Content Polluter,saul460,Saul Martinez
148896431,5,441,38,Content Polluter,zpuky,yarel 100% love
150524058,12,510,22,Content Polluter,atom880923,Atom Chui
150861478,16,524,92,Content Polluter,sappasit_jitjan,Oil JitJan
151474227,18,388,6,Content Polluter,ca2chon,귀차니즘
152259498,4,569,33,Content Polluter,undefided,vitya
152846674,4,375,2,Content Polluter,tungmaye,tima maye
153575796,7,613,0,Content Polluter,lsmith86,lee smith
153824393,1,534,11,Content Polluter,pedro_prek,pedro landin
153921560,35,570,207,Content Polluter,Sil_Morita,Silvana Morita
154029272,6,394,2,Content Polluter,azeeslk,Abdul Azeez
154237500,1,404,17,Content Polluter,moc_cando,moc cando
154283899,11,353,7,Content Polluter,vanessajlc,Vane Londoño
154527192,8,609,0,Content Polluter,ntimonesjr,ntbtjr
154856763,3,502,0,Content Polluter,olobnew1,olobnew1
155102693,69,1069,35,Content Polluter,diegosorianov82,DIEGO SORIANO 
155644172,20,641,159,Content Polluter,gus__duran,Gustavo Durán
156085716,7,406,5,Content Polluter,cocoboldetti,costanza boldetti
156213843,18,436,28,Content Polluter,YulizaRachma,Yuliza Rachma
156242211,0,432,3,Content Polluter,bhabycarlo,bhaby  lyn
157371153,8,412,2,Content Polluter,3rickm0nt,erick montoya
157614264,248,348,33128,Content Polluter,Ciel_Noct,(폭파됨)
157769562,5,599,6,Content Polluter,Groteatjar,Michel H.J 
157864555,13,539,10,Content Polluter,nasantillan,Nadia Santillán
158369900,1,421,9,Content Polluter,CoCoRuihuan,Wilson Chen
158376605,10,569,25,Content Polluter,NellyEsm,nelly vazquez
158541730,2,518,29,Content Polluter,Ruben2905,ruben dario reyes
159719768,18,550,4,Content Polluter,tai_teixeira,Thaiane Teixeira
160457617,4,390,5,Content Polluter,avel01,avel jasmin
160574022,1,310,21,Content Polluter,EdgarTornqvist,Edgar Törnqvist
161085466,26,460,15,Content Polluter,mardoniomatos,dom matos
161291774,17,465,20,Content Polluter,Marizinha_CE,Mary lopes
161473116,16,601,151,Content Polluter,Tialas,Джей
162039067,13,632,515,Content Polluter,ZeGuilhermo,Ze Guilhermo Soares
163142123,5,320,3,Content Polluter,xiiLOVEYOUU_,Mélissa Benkhalifa
164176771,12,453,48,Content Polluter,realLeDuc,Le Duc
164239619,19,600,12,Content Polluter,ninenutkub,ภัทราวรรณ 
164432890,9,584,7,Content Polluter,tu_baby_star,barbara fuentes
164508239,77,743,510,Content Polluter,xI_Omnimon_Ix,Onyx Team
166324591,10,539,1,Content Polluter,rasyefare,luis angel
166737008,8,438,33,Content Polluter,Claux16_nena,Claudia Sarmiento
167566699,11,631,49,Content Polluter,lya_lokinha,@LuannaLiindiinh@
168287685,19,634,93,Content Polluter,_Guiifranca,Guilherme
168686865,19,411,5,Content Polluter,eduardoorta,Eduardo Orta Beltran
168773175,22,412,2,Content Polluter,mbsoundman,Martin Bordon
168872531,67,783,570,Content Polluter,tamiressk,tamires 
169141228,18,606,28,Content Polluter,yimarcozzarelli,Yimara Cozzarelli
169147207,108,794,2760,Content Polluter,__Garajau,Paulo H.Garajau
169433349,25,597,77,Content Polluter,seeprokia,prokia
169474438,1,335,2,Content Polluter,f3rn4ndo1,fernando alfredo
169497745,8,968,181,Content Polluter,oneadagio,원우연
170144297,14,617,1,Content Polluter,F_FreSshMusic,Sergio Andrade 
170486247,23,603,18,Content Polluter,DAYANNYTA,Daia
171066133,16,414,14,Content Polluter,lovebeliever17,Sarunyapong H.
171081216,5,310,70,Content Polluter,hyojin0124,김태희
171990690,5,569,0,Content Polluter,GIORGIOGT,GIORGIOGT
172164229,3,425,4,Content Polluter,sapo_eknms,sapo
173215914,12,681,17,Content Polluter,Laisame,isabel mendez
174036384,7,462,20,Content Polluter,karlitaVelez,Karlita
176096243,64,595,211,Content Polluter,RamyAbdelMoneim,Romel Egypt 
176506844,3,616,2,Content Polluter,Hector2023,hector
176509349,2,575,0,Content Polluter,Andres19781157,Arbelaez Andres
176736646,4,406,24,Content Polluter,chengkai03,chezza jean
177878468,5,487,1,Content Polluter,55_OeMeR_55,Ömer ÖZCAN
178366319,4,336,2,Content Polluter,bonjovi80,kimhoejeong
179662214,4,601,0,Content Polluter,hormecinda,karen Hess
181225107,3,597,280,Content Polluter,JeyCDee,I will not tell you
182071638,1,144,17,Content Polluter,benji_sib,Benjamin
183580684,2,340,4,Content Polluter,stireateius,stireateius
183733336,46,565,150,Content Polluter,victor_kxo,Víctor Cortés H.
184821868,6,567,13,Content Polluter,nouiouaha,Amar Nouiouaa
184849544,6,391,0,Content Polluter,KarliiBrown,Karla Lopez Romero
184922888,3,412,10,Content Polluter,sparkmoren,Wilberth 
184988281,3,523,1,Content Polluter,CHOPPERS2802,JAVIS
185933483,6,536,26,Content Polluter,ajie_ramadhan,ajie ramadhan
186476710,18,574,18,Content Polluter,joaozikamuleque,joao
186690040,4,951,0,Content Polluter,Xuaner_96,Xuan
187581447,3,416,5,Content Polluter,agna_7,angga kurnia
189015964,7,577,330,Content Polluter,argo_br,Андрей 
189040110,4,356,10,Content Polluter,MMooDeWW,dew
189211293,8,568,21,Content Polluter,krolbranco1,Carol
189730759,6,541,28,Content Polluter,ricuaracheli,araceli lopez
189972024,6,532,2,Content Polluter,gui488,guillermo
190265169,10,416,2,Content Polluter,joshy2314,joshelin mariana
190493618,6,540,1,Content Polluter,C4rL1T0sSSS,stuar  paredes  cont
190796770,68,832,65,Content Polluter,Weeben85,Ben Wighton
191725589,1,577,210,Content Polluter,inasyorl,Хорт Анна 
192193390,22,583,10,Content Polluter,zodiacoparty,ItsukiWTF
192269471,39,286,266,Content Polluter,Wacka11,Enrique Lopez
193607094,3,550,202,Content Polluter,vtemnenkov,Владимир
194026156,48,440,371,Content Polluter,melenieboeren,Melenie
195541103,49,499,155,Content Polluter,davidmutis,David Mutis
195625268,2,570,6,Content Polluter,hiena18,koke luis
195874688,3,147,13,Content Polluter,abyzak27,johanna cajas
196198266,9,586,0,Content Polluter,DALLAS_TX81,NAZAR HDZ
197659647,14,480,803,Content Polluter,wakkatwo,Wakka2
197989988,11,581,0,Content Polluter,Patto_115,Patricia Anahi 
198243810,3,627,0,Content Polluter,jorge_molina79,jorge molina
198277538,24,634,1,Content Polluter,peluzaparker,Ana Luisa Parker
198414396,6,459,11,Content Polluter,GengHaitao,Achilles
198572784,17,525,35,Content Polluter,tata_lya,Natalya  
198833831,7,398,7,Content Polluter,joshman94453,Josh Lee
199173600,7,589,0,Content Polluter,NahiiMndza,Naymar Mendoza
199815995,13,611,0,Content Polluter,alexita0507,ALEXANDRA CARDENAS
199843531,3,566,0,Content Polluter,Joargentinaa,Fiorentino
200238543,8,568,4,Content Polluter,PatriciaEugenio,Patricia Eugenio
201190422,29,181,16,Content Polluter,PinkSunshine21,Sunshine Escaño
201350011,80,1124,224,Content Polluter,jharveyvela,Juan Harvey Vela B
201434721,5,378,28,Content Polluter,artintoart,노영훈
202155524,3,699,111,Content Polluter,0070004,Василий Евгеньевич
202440814,5,472,1,Content Polluter,bichit0o0o0,amelia pereira rios
202511395,16,422,0,Content Polluter,agustinaschia,maria agustina
202886194,137,465,0,Content Polluter,MariLesbica,Mariana Gomes
202902437,5,410,30,Content Polluter,eidisvera,Vera. Eidis. C 
203226319,13,604,107,Content Polluter,cnajera52,carlos najera
206739703,15,541,1,Content Polluter,Maycon_Silmara,Maycon Balieiro
207293756,33,615,169,Content Polluter,katheARTE,katherine sanchez 
208286245,9,508,97,Content Polluter,carlos_olave,CaOvA!!
209169103,0,166,7,Content Polluter,Ruthfraire15,Ruth Fraire
210428729,40,625,80,Content Polluter,CdeCarmen,Carmen Von Bismarck
211026468,15,591,28,Content Polluter,aracelyrdzmtz,aracely
212928560,16,542,739,Content Polluter,BaltozavrIK,Danilin Georgy
214066953,68,458,600,Content Polluter,hlkuna,shkib
214549887,23,377,7,Content Polluter,karliatto,Carlos GO
214632102,7,575,3,Content Polluter,Din_BU,Din
214998068,21,651,72,Content Polluter,carolcnl,Carol
215154980,3,415,1,Content Polluter,Josy13anny,Josiane Ribeiro
215766919,4,580,6,Content Polluter,Nightryder1985,Miroslav Scetaric
215878258,19,771,11,Content Polluter,freddyquinvi,freddy 
216039493,11,613,3,Content Polluter,YeAguero,Yesica Aguero
216081230,8,529,544,Content Polluter,chuhlib,Vitaliy Chuhlib
217055469,5,558,4,Content Polluter,Yahvef,Yahve
217230913,12,404,0,Content Polluter,karli2682,karla
217298740,5,596,1,Content Polluter,MagaliDiazS,magali 
217992483,4,500,3,Content Polluter,mehabaky,Meha
220448882,3,395,19,Content Polluter,Emilie_z,Emilie Zingoucai
220933018,72,992,4538,Content Polluter,TheFlamingonews,theflamingonewspaper
221009412,6,612,0,Content Polluter,carlosremis,carlos
222154371,7,583,52,Content Polluter,Vodk1n,Konstantin
222293510,13,473,47,Content Polluter,bdistasio,Bruno  Oliveira
223329964,13,612,836,Content Polluter,brittanycheese,Brittany Nicole Dahl
223980471,0,582,4,Content Polluter,poopbean,John Jackson
224567425,58,529,30,Content Polluter,shleeky,sharon lee
225956521,11,954,2,Content Polluter,lawlor_conor,conor lawlor
227650216,11,454,9,Content Polluter,LauraLR1984,Laura LR
227811080,19,446,1,Content Polluter,jfburgueno,Jose Burgueño
228148311,20,621,8,Content Polluter,ZULIMARPEREZ,ZULIMAR PEREZ
228564932,202,1595,1415,Content Polluter,nylevefb,Evelyn Garduño 
228720947,27,613,24,Content Polluter,esborninha,Artêmio Macedo Costa
229243865,9,604,42,Content Polluter,GiTanA_lUnAr,mOnSeRrAt
229286608,6,571,0,Content Polluter,RLB94,Lewis Brown ッ
229906054,2,554,2,Content Polluter,wesleybutu,butu06@yahoo.com
230030181,242,817,3048,Content Polluter,alma_swagger,BELIENATOR FOREVER
231035428,8,1058,212,Content Polluter,vea4venom,vea venomous
233145356,5,515,5,Content Polluter,sds745,fernando sanchez 
233332129,24,638,84,Content Polluter,LaaLaa712,Lori Lennon
233655084,15,722,3,Content Polluter,zoes3210,Zoe
233688028,7,221,5,Content Polluter,nenen023,ilaene mesquita
233884874,7,615,667,Content Polluter,Qwistovskaya,Анна
234587511,20,395,70,Content Polluter,denisebbarbosa,Denise Barbosa
236623139,6,519,1,Content Polluter,kaykay_andre,kaleen 
237036122,14,363,3,Content Polluter,Jazhito,Jahaziel Peralta G.
237411569,8,418,0,Content Polluter,nancysosar,nancy sosa
238189223,21,515,57,Content Polluter,claudiagja,claudia pacheco
238531661,2,522,1,Content Polluter,gergo50,Kócsi Gergő
239312585,2,603,11,Content Polluter,eltorreinonero5,victor rios
239525864,66,352,3940,Content Polluter,MavhouxTeuk,Mme Teuck
239732544,3,585,0,Content Polluter,husaind76,husain
239895893,6,422,3,Content Polluter,vianethleyza,Leyza Alemán
239958387,7,934,553,Content Polluter,darcus27,ronald 
240418696,932,589,4273,Content Polluter,nrsn_akbga,NURŞEN AKBOĞA
240422007,14,581,7,Content Polluter,haylin83,kelly blanco cardozo
241041165,1,148,5,Content Polluter,eridantas,Erivelton Dantas
241289593,14,638,10,Content Polluter,citas_web,Citas Web
241553849,2,627,3,Content Polluter,shafithayyi,shafithayyil
242186430,1201,588,867,Content Polluter,David_Micevski,David Micevski
242206951,1,600,2,Content Polluter,Butt_junkies,Andrew Whittle
242823330,6,428,6,Content Polluter,cinyid,alejandro morales
243556904,7,571,9,Content Polluter,PVDAPLUS,steensels erik
244254961,5,482,47,Content Polluter,n3qa,Mauro Sánchez R.
244447055,6,545,29,Content Polluter,TheR1ne,Slava Kiselev
244494343,3,559,2,Content Polluter,Katiuscia97,Katia Sarni
244812839,5,485,1,Content Polluter,alejandro31_95,Alejandro Perez
244831080,4,403,1,Content Polluter,japaoriental,Japa Oriental
245280307,3,420,1,Content Polluter,Precious_011091,Precie Archie
245685332,28,422,17,Content Polluter,yatzury27,Yira
246498796,48,624,5,Content Polluter,blueskyverbier,Blue Sky Ski Chalets
247046793,43,732,86,Content Polluter,butilioso,butilioso
247228824,3,585,1,Content Polluter,samentull,petter pan
247979863,11,626,13,Content Polluter,vallebonita,valeria guadarrama 
248186960,3,528,0,Content Polluter,Vicklopesz,Vitoria
249011468,5,589,8,Content Polluter,Luisvinsas,Luis Rojas
249292320,11,620,0,Content Polluter,luis7722,jose luis estrada
250216358,21,386,24,Content Polluter,aesa75,Arianny E Sanchez
250231381,13,706,40,Content Polluter,vertinlindin,Everton santos silva
250440746,6,559,30,Content Polluter,_bwesley,wesley matos antunes
250970687,12,612,9,Content Polluter,stary_star,miriam jaqueline
251855577,58,814,13,Content Polluter,mwurmeister,maicon wurmeister
251993823,5,627,3,Content Polluter,hasan4445,hasan
252139342,43,614,1901,Content Polluter,Apollo_ZP,?
252818860,2,559,0,Content Polluter,kfz2012,Charles
253111142,78,878,192,Content Polluter,aminymatthew,Mateo Reyes
253153974,8,604,8,Content Polluter,thomascopello,Thomás Copello
253239439,172,874,691,Content Polluter,LittleLilKim,LITTLELILKIMMIE
253830036,3,434,0,Content Polluter,aragonezk,karla iveth banda a
254059795,2,415,0,Content Polluter,ksdyvgm,karina 
254247600,5,542,1,Content Polluter,neritacom,etneconi**bebe
254545789,3,555,2,Content Polluter,guoyou83,Guo You
254618989,2,418,6,Content Polluter,MarCus5751,MarCus Ng
254716078,4,519,0,Content Polluter,DaiaMc,Daia
254797049,6,626,1,Content Polluter,popeye1230,ramon
254839933,4,536,2,Content Polluter,ashlyxx,elizabeth mendez
254976820,3,333,14,Content Polluter,rmsid0127,강진아짱
255078443,4,591,257,Content Polluter,stlxxi,Киреев Александр
255195150,3,563,177,Content Polluter,shahyad_lover,shahyad lover
256375885,1,630,8,Content Polluter,rivani19,muhammad rivani
257278802,27,560,650,Content Polluter,MarcosAscuasiat,marcos ivan
257361062,5,610,3,Content Polluter,seksak_555,sek_feno
258069307,7,440,23,Content Polluter,Mily_Lmr,Luz Romero
258322288,4,573,553,Content Polluter,djbaeff,DjBaeff
259042485,3,600,0,Content Polluter,nurulezani,Mia
259396381,0,573,239,Content Polluter,lotfire,Lotfi Hicham
259706720,4,571,4,Content Polluter,trippmara1,Mara
260440734,12,587,23,Content Polluter,SECC777,sixto cauich
261627134,61,490,170,Content Polluter,cool9010,عبدالمجيدعبدالله
261915122,31,556,24,Content Polluter,willis696,William Dodd
261931118,5,571,111,Content Polluter,guigoves12,rodrigo almeida lope
262867461,45,668,83,Content Polluter,EsbeydiiGarciia,'Karla Esbeydii
263925079,6,519,68,Content Polluter,Yoh_EC,Emmanuel Copp
264569198,8,522,0,Content Polluter,toddsmarcus,Todd Marcus
265551997,6,561,1,Content Polluter,kthyzabaleta,kthy zabaleta
265617529,6,169,12,Content Polluter,fjgoiania,clayton cardoso 
267092571,2,490,5,Content Polluter,yazgecesi33,ercan erciyes
267781978,3,512,1,Content Polluter,Agui_lincoln,Aguinaldo
269201871,3,543,167,Content Polluter,raci4444,raci hesenov
270442712,1,523,29,Content Polluter,Trofim334,Павел Трофмов
270494010,98,480,6995,Content Polluter,rickyboyhrdc,rick thomasse
270595940,4,575,7,Content Polluter,jepahiaz,Jennifer Paola
271282733,5,960,0,Content Polluter,flcnfree,Rita Duprey
271619712,3,448,1,Content Polluter,jeismart89,Jeisson Martínez D.
271688114,3,476,5,Content Polluter,karliithap29,karla 
273003648,5,554,292,Content Polluter,slysuslik,Greg
273432870,6,540,0,Content Polluter,jrcardovelazque,ricardo
275595583,30,756,47,Content Polluter,thiagogyn,Thiago Marcelino
275881452,309,2002,188,Content Polluter,fabioelker,Fábio Elker
277203011,11,444,10,Content Polluter,claussleon,claudia leon
279388955,24,456,210,Content Polluter,pol_barbs,Barbs
281029466,38,533,114,Content Polluter,AytacBulduk,aytaç bulduk
282715534,8,442,15,Content Polluter,numpoke,numpoke154
282813691,2,443,11,Content Polluter,rosi_drew,rosali maldonado
284375210,3,598,199,Content Polluter,lessiliv,lessiliv
287086995,9,629,0,Content Polluter,spastaroth,Astaroth Garcia
288912572,5,520,7,Content Polluter,drgopi77,Gopi Shanmugapriyan
289531155,8,441,108,Content Polluter,mar_ciamax,Márcia Max
289776209,3,537,44,Content Polluter,zamassih,Ziad Abdel Massih
290215487,3,543,1,Content Polluter,Fabysiguenza,Fabiola Siguenza
291191096,2,555,2,Content Polluter,sanchez_raymond,Raymundo Sanchez 
291362552,3,549,1,Content Polluter,LuiizR7,Luis Eduardo Ramirez
291614887,7,562,87,Content Polluter,ketryn2008,Екатерина Анюшина
291630964,26,406,131,Content Polluter,ChriztPranata,christianpranata
292442271,2,372,2,Content Polluter,german1509,German
292533078,24,666,115,Content Polluter,Periodista_30,Jenny Santana Avila♥
293830909,7,561,32,Content Polluter,steve_tan32,Steve Tan
294584209,3,559,1,Content Polluter,RosaCosta1,Rosa Costa
294687282,24,480,1,Content Polluter,marielzazulie,Mariel zazulie
295202314,6,403,6,Content Polluter,Marlenis_Santa,Marlenis Santa 
295394982,4,524,12,Content Polluter,happpy_monkey,dani
